Gene,Pantherophis_guttatus,Pituophis_catenifer_annectens,Thamnophis_elegans,Thamnophis_sirtalis,Ahaetulla_prasina,Crotalus_tigris,Protobothrops_mucrosquamatus,Notechis_scutatus,Pseudonaja_textilis,Erythrolamprus_reginae,Python_bivittatus,Candoia_aspera,Anolis_sagrei,Anolis_carolinensis,Sceloporus_undulatus,Pogona_vitticeps,Varanus_komodoensis,Elgaria_multicarinata_webbii,Podarcis_muralis,Podarcis_raffonei,Zootoca_vivipara,Lacerta_agilis,Rhineura_floridana,Tiliqua_scincoides,Hemicordylus_capensis,Sphaerodactylus_townsendi,Euleptes_europaea,Heteronotia_binoei,Gekko_japonicus,Eublepharis_macularius,Alligator_mississippiensis,Gallus_gallus,Chelonia_mydas,Homo_sapiens,Xenopus_tropicalis
PTAFR-5724,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP-Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
PTK2-5747,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
PTK2B-2185,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP,Intact,Intact,Intact,Intact,Intact,Intact,LQP-Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
PTPN2-5771,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
PTPRC-5788,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
PTPRJ-5795,LQP,Missing,Intact,Intact,Intact,Missing,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Missing
PYCARD-29108,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Intact,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Intact,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Missing,Missing,Intact,Missing,Missing,Missing,Missing,Intact,Missing
QKI-9444,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
RARRES2-5919,Intact,LQP,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing
RB1-5925,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
RIGI-23586,Intact,Intact,LQP-Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP-Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact
RIPK1-8737,Intact,Intact,LQP,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
RIPK2-8767,Intact,Intact,LQP-Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
ROR2-4920,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP,Intact,Intact,Intact,Intact,Intact,Intact
RORA-6095,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP,Intact,Intact,Intact,Intact,Intact,Intact,Intact
RPL13A-23521,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP,Intact,Intact,Intact,Intact,Intact,Missing,LQP,Intact,Intact
RTN4-57142,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP-Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
SAA1-6288,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Missing
SBNO2-22904,Intact,Intact,Intact,LQP,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP-Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
SCARA3-51435,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP-Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP-Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
SCARB1-949,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
SCARB2-950,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
SCARF1-8578,Missing,Intact,Missing,Intact,Intact,Intact,Intact,LQP,LQP,Missing,Intact,LQP,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Missing,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP-Intact,Intact,Intact,Intact
SCARF2-91179,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
SELENOK-58515,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
SELENOS-55829,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP-Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP,Intact,Intact,Intact,Intact,LQP,Intact,Intact,Intact,LQP,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
SEMA7A-8482,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact
SFTPD-6441,Missing,Intact,Missing,Intact,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Missing,Missing,Intact,Missing,Missing,Intact,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Missing,Missing,Intact,Missing
SHPK-23729,Intact,Missing,Intact,Intact,Intact,Intact,Intact,LQP-Intact,Intact,Intact,Intact,Intact,Missing,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
SIRPA-140885,Missing,Missing,Missing,Missing,Intact,Missing,Missing,Intact,Intact,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Missing
SIRT1-23411,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
SLAMF1-6504,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Intact,Intact,Missing
SLAMF8-56833,Intact,Intact,Intact,Missing,Intact,Missing,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Missing,Intact,Intact,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Missing
SLC11A1-6556,Intact,Intact,Intact,Missing,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
SNCA-6622,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP-Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
SOAT1-6646,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Missing,Missing,Missing,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
SOAT2-8435,LQP,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Missing,Missing,Missing,Intact,Missing,Missing,Intact,Missing,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Missing,Intact,Intact,Missing
SOCS1-8651,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Missing,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
SPACA3-124912,Intact,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Missing
SPHK1-8877,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
SPON2-10417,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP-Intact,Missing,Intact,Intact,Intact,Intact,Missing,Missing,Missing,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact
SPP1-6696,Intact,Missing,Intact,Missing,Intact,Intact,Intact,Missing,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing
SSC5D-284297,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Missing,Missing,Missing,Intact,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Missing
ST6GAL1-6480,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing
STAB1-23166,Intact,LQP,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP
STAB2-55576,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
STAP1-26228,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Intact,Intact,Intact,Intact
STK39-27347,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP-Intact,LQP,Intact,LQP-Intact,Intact,Intact,Intact,Intact,LQP,Intact,LQP,Intact,Intact,Intact,Intact,Intact,Intact
SUCNR1-56670,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing
SYK-6850,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP-Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
SYT11-23208,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
TAFA3-284467,Intact,Intact,Intact,Missing,Missing,Missing,Missing,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact
TAFA4-151647,Intact,Intact,Intact,Missing,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
TGFB1-7040,Intact,Intact,LQP-Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP,Intact,LQP,Intact,LQP,Intact,Intact,Intact,Intact,Intact,Intact,Intact
TGFB2-7042,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
TGFB3-7043,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing
THBS1-7057,Intact,Intact,LQP-Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
TICAM1-148022,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing
TLR1-7096,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Missing
TLR2-7097,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Missing,Intact,Intact,Missing,Missing,Intact,Intact,LQP,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Missing,Intact,Missing
TLR3-7098,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
TLR4-7099,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP,LQP-Intact,LQP,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing
TLR5-7100,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP-Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact
TLR6-10333,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Intact,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Missing
TLR7-51284,Missing,Missing,Missing,Intact,Intact,Missing,Intact,Missing,Missing,Missing,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Missing,Missing,Missing,Intact,Missing,Missing,Missing,Missing,Intact,Missing,Missing,Intact,Missing,Intact,Intact,Intact,Intact,Intact
TLR8-51311,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Missing,Intact,Intact,Missing
TLR9-54106,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Missing
TMEM106A-113277,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Missing
TMEM229B-161145,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
TNF-7124,Intact,Missing,Intact,Missing,Missing,Intact,Missing,Intact,Intact,Missing,Missing,Missing,Intact,Missing,Missing,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Missing,Missing,Missing,Intact,Missing,Intact,Intact,Missing,Intact,Intact,Intact
TNIP2-79155,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Intact,Intact,Intact,Intact
TREM2-54209,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Missing
TREX1-11277,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Intact,Missing,Missing,Intact,Intact,Intact,Intact,Missing,Missing,Intact,Missing,Missing,Missing,Missing,Intact,Intact,Missing,Missing,Missing,Intact,Missing
TRIB1-10221,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact
TRIM55-84675,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
TRIM5-85363,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Missing
TRPV1-7442,Missing,Missing,Intact,Missing,Missing,Intact,Missing,Missing,LQP,Intact,Intact,Missing,Missing,Missing,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact
TRPV4-59341,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP,Intact,LQP,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
TSLP-85480,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Intact,Missing
TTBK1-84630,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
TWIST1-7291,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Missing,Missing,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
TYROBP-7305,Intact,LQP,Intact,Intact,Intact,Intact,Intact,Intact,LQP-Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Missing,Missing,Missing,Intact,Missing
UBE2J1-51465,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
UCP2-7351,Intact,Intact,Missing,Intact,Intact,Missing,Missing,Intact,Intact,Intact,Missing,Missing,Missing,Intact,Missing,Intact,Missing,Missing,Intact,Intact,Missing,Missing,Missing,Missing,Intact,Missing,Missing,Missing,Intact,Intact,Missing,Missing,Missing,Intact,Missing
VEGFA-7422,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
VPS13A-23230,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
VPS54-51542,Intact,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP,Intact,Intact,Intact,LQP-Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
VSIG4-11326,Intact,Intact,Intact,Missing,Intact,Intact,Intact,Missing,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Intact,Missing,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Missing,Missing,Intact,Intact,Intact
VTN-7448,Intact,Missing,Intact,Missing,Intact,Intact,Intact,Intact,Intact,LQP,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
WNK4-65266,Intact,Missing,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,LQP-Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact,Intact
